epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.0884,1.19451,3.41173,1.36533,0.02624,0.50279,0.02346,0.01562,0.92471,4.53057,1.2692,0.000157932,0.000157932,0.000157932
2,58.4747,1.19277,2.36645,1.35945,0.00914,0.3727,0.00861,0.00482,0.95202,4.72777,1.27083,0.000306151,0.000306151,0.000306151
